1, 101, 28340, 1, 101, 31301, 1, 101, 30439, 1, 101, 31186, 1, 101, 31750, 
2, 101, 21110, 2, 101, 19597, 2, 101, 18152, 2, 101, 18790, 2, 101, 18171, 
3, 101, 16062, 3, 101, 15391, 3, 101, 13792, 3, 101, 18498, 3, 101, 15720, 
4, 101, 13476, 4, 101, 14172, 4, 101, 16401, 4, 101, 13892, 4, 101, 15606, 
5, 101, 11200, 5, 101, 10286, 5, 101, 11548, 5, 101, 11802, 5, 101, 13653, 
6, 101, 10235, 6, 101, 9788, 6, 101, 9788, 6, 101, 9297, 6, 101, 8757, 
7, 101, 8967, 7, 101, 7842, 7, 101, 7412, 7, 101, 6179, 7, 101, 6128, 
8, 101, 10790, 8, 101, 5706, 8, 101, 8422, 8, 101, 8503, 8, 101, 8561, 
9, 101, 8398, 9, 101, 6546, 9, 101, 7618, 9, 101, 7471, 9, 101, 7751, 
10, 101, 8841, 10, 101, 6098, 10, 101, 6904, 10, 101, 6802, 10, 101, 4255, 
11, 101, 7682, 11, 101, 5878, 11, 101, 6736, 11, 101, 6775, 11, 101, 5833, 
12, 101, 7162, 12, 101, 7033, 12, 101, 5811, 12, 101, 7440, 12, 101, 6869, 
13, 101, 6737, 13, 101, 6555, 13, 101, 5645, 13, 101, 6550, 13, 101, 4964, 
14, 101, 6226, 14, 101, 6046, 14, 101, 3177, 14, 101, 4426, 14, 101, 4326, 
15, 101, 5825, 15, 101, 5506, 15, 101, 3074, 15, 101, 4171, 15, 101, 4483, 
16, 101, 6197, 16, 101, 6536, 16, 101, 3759, 16, 101, 5152, 16, 101, 4234, 
17, 101, 5207, 17, 101, 5190, 17, 101, 4377, 17, 101, 5093, 17, 101, 5389, 
18, 101, 8272, 18, 101, 4129, 18, 101, 6299, 18, 101, 4169, 18, 101, 4183, 
19, 101, 5294, 19, 101, 5737, 19, 101, 4873, 19, 101, 4106, 19, 101, 4196, 
20, 101, 8355, 20, 101, 4338, 20, 101, 3765, 20, 101, 3833, 20, 101, 4215, 
21, 101, 7162, 21, 101, 4732, 21, 101, 3907, 21, 101, 3909, 21, 101, 4195, 
22, 101, 5944, 22, 101, 4189, 22, 101, 3930, 22, 101, 3582, 22, 101, 3622, 
23, 101, 5762, 23, 101, 4718, 23, 101, 3739, 23, 101, 3693, 23, 101, 3753, 
24, 101, 6881, 24, 101, 5241, 24, 101, 3982, 24, 101, 5066, 24, 101, 4790, 
25, 101, 6190, 25, 101, 5397, 25, 101, 3507, 25, 101, 3657, 25, 101, 3551, 
26, 101, 5917, 26, 101, 4397, 26, 101, 3472, 26, 101, 3679, 26, 101, 3428, 
27, 101, 6068, 27, 101, 5299, 27, 101, 3827, 27, 101, 3375, 27, 101, 3425, 
28, 101, 5741, 28, 101, 5520, 28, 101, 3133, 28, 101, 3316, 28, 101, 3302, 
29, 101, 5241, 29, 101, 5602, 29, 101, 3492, 29, 101, 3695, 29, 101, 3715, 
30, 101, 6276, 30, 101, 5397, 30, 101, 3557, 30, 101, 3813, 30, 101, 3855, 
31, 101, 6121, 31, 101, 4655, 31, 101, 4174, 31, 101, 3315, 31, 101, 3857, 
32, 101, 5724, 32, 101, 4699, 32, 101, 3752, 32, 101, 3506, 32, 101, 3717, 
33, 101, 5660, 33, 101, 4759, 33, 101, 3445, 33, 101, 3473, 33, 101, 3703, 
34, 101, 5260, 34, 101, 4247, 34, 101, 3691, 34, 101, 3522, 34, 101, 3639, 
35, 101, 5104, 35, 101, 4968, 35, 101, 3352, 35, 101, 3339, 35, 101, 3228, 
36, 101, 6283, 36, 101, 4888, 36, 101, 3514, 36, 101, 3555, 36, 101, 3573, 
37, 101, 5087, 37, 101, 5046, 37, 101, 3625, 37, 101, 3314, 37, 101, 3616, 
38, 101, 6020, 38, 101, 4440, 38, 101, 3531, 38, 101, 3785, 38, 101, 3706, 
39, 101, 6100, 39, 101, 4354, 39, 101, 4493, 39, 101, 3542, 39, 101, 3389, 
40, 101, 6072, 40, 101, 4545, 40, 101, 3402, 40, 101, 3452, 40, 101, 3244, 
41, 101, 5335, 41, 101, 4693, 41, 101, 3713, 41, 101, 3221, 41, 101, 3297, 
42, 101, 5786, 42, 101, 4584, 42, 101, 3670, 42, 101, 3674, 42, 101, 3577, 
43, 101, 5586, 43, 101, 4856, 43, 101, 3564, 43, 101, 3381, 43, 101, 3306, 
44, 101, 5433, 44, 101, 4377, 44, 101, 3498, 44, 101, 3604, 44, 101, 3346, 
45, 101, 6107, 45, 101, 4342, 45, 101, 3414, 45, 101, 3360, 45, 101, 3629, 
46, 101, 5377, 46, 101, 4780, 46, 101, 3765, 46, 101, 3230, 46, 101, 3456, 
47, 101, 5380, 47, 101, 3811, 47, 101, 3452, 47, 101, 3264, 47, 101, 3345, 
48, 101, 4919, 48, 101, 5088, 48, 101, 3213, 48, 101, 3226, 48, 101, 2929, 
49, 101, 5280, 49, 101, 4664, 49, 101, 3658, 49, 101, 3202, 49, 101, 3220, 
50, 101, 5634, 50, 101, 4741, 50, 101, 3580, 50, 101, 3583, 50, 101, 3374, 
51, 101, 4993, 51, 101, 5315, 51, 101, 3405, 51, 101, 3226, 51, 101, 3571, 
52, 101, 4746, 52, 101, 4242, 52, 101, 3641, 52, 101, 3236, 52, 101, 3281, 
53, 101, 5339, 53, 101, 4483, 53, 101, 3616, 53, 101, 3650, 53, 101, 3347, 
54, 101, 5332, 54, 101, 4783, 54, 101, 3486, 54, 101, 3526, 54, 101, 3262, 
55, 101, 5266, 55, 101, 4733, 55, 101, 3581, 55, 101, 3702, 55, 101, 3579, 
56, 101, 5309, 56, 101, 4742, 56, 101, 4939, 56, 101, 3830, 56, 101, 3554, 
57, 101, 5212, 57, 101, 4972, 57, 101, 3807, 57, 101, 3505, 57, 101, 3344, 
58, 101, 5340, 58, 101, 4417, 58, 101, 3606, 58, 101, 3275, 58, 101, 3517, 
59, 101, 5372, 59, 101, 4934, 59, 101, 3577, 59, 101, 3396, 59, 101, 3266, 
60, 101, 4812, 60, 101, 4758, 60, 101, 3227, 60, 101, 3006, 60, 101, 3359, 
61, 101, 5312, 61, 101, 4872, 61, 101, 3732, 61, 101, 3358, 61, 101, 3482, 
62, 101, 5202, 62, 101, 5061, 62, 101, 3452, 62, 101, 3383, 62, 101, 3316, 
63, 101, 5324, 63, 101, 4090, 63, 101, 3648, 63, 101, 3530, 63, 101, 3300, 
64, 101, 5246, 64, 101, 5344, 64, 101, 3629, 64, 101, 3118, 64, 101, 3302, 
65, 101, 5401, 65, 101, 4850, 65, 101, 3079, 65, 101, 3358, 65, 101, 3502, 
66, 101, 4991, 66, 101, 4183, 66, 101, 3427, 66, 101, 3837, 66, 101, 3400, 
67, 101, 5107, 67, 101, 4855, 67, 101, 3300, 67, 101, 3588, 67, 101, 3349, 
68, 101, 5453, 68, 101, 4507, 68, 101, 3496, 68, 101, 3284, 68, 101, 3337, 
69, 101, 5465, 69, 101, 5592, 69, 101, 3660, 69, 101, 3072, 69, 101, 3630, 
70, 101, 5907, 70, 101, 4718, 70, 101, 3408, 70, 101, 4195, 70, 101, 3719, 
71, 101, 5400, 71, 101, 4155, 71, 101, 3337, 71, 101, 3356, 71, 101, 3306, 
72, 101, 5312, 72, 101, 4260, 72, 101, 3531, 72, 101, 3338, 72, 101, 3507, 
73, 101, 4971, 73, 101, 4362, 73, 101, 3357, 73, 101, 3198, 73, 101, 3307, 
74, 101, 5365, 74, 101, 4936, 74, 101, 3186, 74, 101, 3149, 74, 101, 3475, 
75, 101, 6274, 75, 101, 4356, 75, 101, 3923, 75, 101, 4042, 75, 101, 3415, 
76, 101, 5933, 76, 101, 4568, 76, 101, 3429, 76, 101, 3516, 76, 101, 3645, 
77, 101, 6790, 77, 101, 5071, 77, 101, 4086, 77, 101, 3263, 77, 101, 3609, 
78, 101, 5291, 78, 101, 4363, 78, 101, 3423, 78, 101, 3615, 78, 101, 3784, 
79, 101, 5149, 79, 101, 4850, 79, 101, 3205, 79, 101, 3163, 79, 101, 3108, 
80, 101, 7510, 80, 101, 3956, 80, 101, 3650, 80, 101, 3456, 80, 101, 3399, 
81, 101, 6162, 81, 101, 3897, 81, 101, 3517, 81, 101, 3427, 81, 101, 3522, 
82, 101, 5654, 82, 101, 4753, 82, 101, 3601, 82, 101, 3562, 82, 101, 3535, 
83, 101, 5512, 83, 101, 4934, 83, 101, 3555, 83, 101, 3014, 83, 101, 3354, 
84, 101, 5946, 84, 101, 4748, 84, 101, 3768, 84, 101, 3512, 84, 101, 3577, 
85, 101, 5148, 85, 101, 4880, 85, 101, 3067, 85, 101, 3204, 85, 101, 3275, 
86, 101, 5330, 86, 101, 3800, 86, 101, 3897, 86, 101, 3613, 86, 101, 3348, 
87, 101, 6426, 87, 101, 4523, 87, 101, 3816, 87, 101, 3517, 87, 101, 3931, 
88, 101, 5391, 88, 101, 4516, 88, 101, 3333, 88, 101, 3209, 88, 101, 3289, 
89, 101, 5524, 89, 101, 4757, 89, 101, 3249, 89, 101, 3054, 89, 101, 3256, 
90, 101, 5542, 90, 101, 4602, 90, 101, 3492, 90, 101, 3431, 90, 101, 3679, 
91, 101, 5293, 91, 101, 3984, 91, 101, 3612, 91, 101, 3541, 91, 101, 3455, 
92, 101, 5220, 92, 101, 4540, 92, 101, 3516, 92, 101, 3325, 92, 101, 3816, 
93, 101, 5289, 93, 101, 4195, 93, 101, 3444, 93, 101, 3528, 93, 101, 3364, 
94, 101, 5272, 94, 101, 4350, 94, 101, 4400, 94, 101, 3427, 94, 101, 3714, 
95, 101, 5416, 95, 101, 4951, 95, 101, 3459, 95, 101, 3455, 95, 101, 3566, 
96, 101, 5433, 96, 101, 5198, 96, 101, 3799, 96, 101, 3345, 96, 101, 3963, 
97, 101, 6082, 97, 101, 4779, 97, 101, 3866, 97, 101, 3692, 97, 101, 3755, 
98, 101, 6107, 98, 101, 4232, 98, 101, 3624, 98, 101, 5533, 98, 101, 3992, 
99, 101, 5953, 99, 101, 4286, 99, 101, 3710, 99, 101, 4165, 99, 101, 3487, 
100, 101, 5847, 100, 101, 4147, 100, 101, 3432, 100, 101, 3684, 100, 101, 3504, 
