10000000, 101, 20031, 10000000, 101, 20069, 10000000, 101, 20050, 10000000, 101, 20055, 10000000, 101, 20067, 
10000000, 101, 20221, 10000000, 101, 20221, 10000000, 101, 20098, 10000000, 101, 20081, 10000000, 101, 20109, 
10000000, 101, 20129, 10000000, 101, 20144, 10000000, 101, 20140, 10000000, 101, 20135, 10000000, 101, 20146, 
10000000, 101, 19997, 10000000, 101, 20010, 10000000, 101, 19998, 10000000, 101, 20007, 10000000, 101, 20000, 
10000000, 101, 19960, 10000000, 101, 19935, 10000000, 101, 20101, 10000000, 101, 20106, 10000000, 101, 20136, 
10000000, 101, 20052, 10000000, 101, 19982, 10000000, 101, 19968, 10000000, 101, 19969, 10000000, 101, 19974, 
10000000, 101, 20325, 10000000, 101, 101156, 10000000, 101, 52375, 10000000, 101, 19910, 10000000, 101, 19817, 
10000000, 101, 20343, 10000000, 101, 20355, 10000000, 101, 20247, 10000000, 101, 20273, 10000000, 101, 20350, 
10000000, 101, 20040, 10000000, 101, 19923, 10000000, 101, 19946, 10000000, 101, 19924, 10000000, 101, 19995, 
10000000, 101, 19894, 10000000, 101, 19850, 10000000, 101, 19796, 10000000, 101, 19809, 10000000, 101, 19816, 
10000000, 101, 20173, 10000000, 101, 20127, 10000000, 101, 19965, 10000000, 101, 20015, 10000000, 101, 20035, 
10000000, 101, 20191, 10000000, 101, 20242, 10000000, 101, 20239, 10000000, 101, 21626, 10000000, 101, 20432, 
10000000, 101, 29369, 10000000, 101, 20024, 10000000, 101, 19955, 10000000, 101, 19940, 10000000, 101, 19906, 
10000000, 101, 19859, 10000000, 101, 19896, 10000000, 101, 19911, 10000000, 101, 19895, 10000000, 101, 19877, 
10000000, 101, 19958, 10000000, 101, 19917, 10000000, 101, 19944, 10000000, 101, 19966, 10000000, 101, 19955, 
10000000, 101, 20125, 10000000, 101, 19932, 10000000, 101, 19928, 10000000, 101, 19932, 10000000, 101, 19919, 
10000000, 101, 20056, 10000000, 101, 19924, 10000000, 101, 20010, 10000000, 101, 20094, 10000000, 101, 20077, 
